infinitive
kontaktieren
kontrollieren
kopieren
korrigieren
kosten
kriegen
kritisieren
kühlen
kündigen
kürzen
küssen
lachen
laden
landen
lärmen
lassen
laufen
leben
legalisieren
legen
lehren
leihen
leisten
leiten
lernen
lesen
lieben
liegen
listen
loben
löschen
lösen
lügen
machen
malen
managen
markieren
meinen
melden
merken
mieten
mischen
mitbringen
möblieren
modernisieren
mögen
musizieren
müssen
nachfüllen
nachgehen
nachweisen
neben
nehmen
nennen
niederlegen
notieren
nutzen
offen
öffnen
ölen
operieren
ordnen
organisieren
packen
parken
passen
passieren
pfeifen
pflanzen
pflegen
pflücken
philosophieren
plakatieren
planen
platzen
prämieren
pressen
probieren
produzieren
programmieren
protestieren
prüfen
putzen
radieren
rasen
rasieren
raten
rauchen
rauschen
reagieren
rechnen
reden
reduzieren
referieren
reformieren
regieren
regnen
regulieren
reichen
reinigen
reisen
reklamieren
rennen
reparieren
reservieren
retten
ringen
riskieren
rollen
rufen
ruhen
rühren
sagen
salben
salzen
saugen
schaden
schädigen
schaffen
schalten
schätzen
schauen
scheinen
schenken
schieben
schießen
schlafen
schlagen
schließen
schlucken
schmeißen
schmerzen
schminken
schneiden
schneien
schrauben
schreiben
schreien
schulden
schütten
schützen
schwimmen
schwitzen
sehen
seifen
sein
senden
senken
setzen
siegen
siezen
singen
sinken
sitzen
sollen
sozusagen
spannen
sparen
spaßen
spazieren
speisen
spendieren
sperren
spielen
spitzen
sprechen
springen
spritzen
spülen
spüren
stabilisieren
stärken
starten
stattfinden
stauen
stechen
stecken
stehen
stehlen
steigen
stellen
stocken
stoppen
stoßen
strafen
strahlen
stranden
strecken
streiken
stressen
studieren
stürmen
stürzen
suchen
surfen
tanken
tanzen
tasten
tauchen
teilen
teilhaben
telefonieren
testen
ticken
tippen
töten
tragen
trainieren
transportieren
treffen
treiben
treten
trinken
trocken
trocknen
tropfen
tun
turnen
üben
überholen
überlassen
überlegen
übernachten
übernehmen
überqueren
überschwemmen
übersetzen
übertragen
überweisen
überzeugen
umfassen
umfragen
umrühren
umschlagen
umtauschen
umziehen
unternehmen
unterrichten
unterscheiden
unterschreiben
unterstreichen
unterstützen
untersuchen
veranlassen
veranstalten
verbeulen
verbieten
verbinden
verbrauchen
verbrennen
verbringen
verderben
verdienen
vereinbaren
vereinen
verfahren
vergessen
vergiften
verheiraten
verkaufen
verkürzen
verlangen
verlassen
verlegen
verleihen
verletzen
verlieren
vermeiden
vermieten
verneinen
vernichten
veröffentlichen
verpassen
verpflegen
verreisen
verrichten
verschieden
verschmutzen
verschreiben
verseuchen
versorgen
versprechen
verstärken
verstehen
versuchen
verteilen
vertrauen
vertreten
verursachen
vervollständigen
verwalten
verwenden
verzeichnen
verzollen
voraussagen
voraussetzen
vorbereiten
vorhersagen
vorkommen
vorschlagen
vorschreiben
vorsorgen
vorstellen
vortragen
vorziehen
wachsen
wagen
wählen
wärmen
waschen
wecken
wegfallen
wegrationalisieren
wegwerfen
weinen
weisen
weitergeben
weitergehen
wenden
werben
werfen
werken
werten
wetten
widmen
wiederholen
willkommen
winken
wirken
wischen
wissen
wohnen
wollen
würzen
zahlen
zählen
zeichnen
zeigen
zelten
zerbrechen
zerstören
ziehen
zielen
zubereiten
zufrieden
zuhören
zumachen
zunehmen
zurechtkommen
zurückgeben
zurückgehen
zurückzahlen
zusammen
zusammenarbeiten
zusammenbrechen
zusammenfassen
zusammengehen
zustehen
zustellen
zuweisen
zuzahlen
zwischen
